,survived,pclass,sex,age,sibsp,parch,fare,embarked,adult_male,alone
132,1,2,female,29.0,1,0,26.0,S,False,False
133,0,2,male,25.0,0,0,13.0,S,True,True
134,0,2,male,23.0,0,0,15.0458,C,True,True
135,1,1,female,19.0,0,2,26.2833,S,False,False
136,0,1,male,37.0,1,0,53.1,S,True,False
137,0,3,male,16.0,0,0,9.2167,S,True,True
138,0,1,male,24.0,0,0,79.2,C,True,True
139,0,3,female,26.5,0,2,15.2458,C,False,False
140,1,3,female,22.0,0,0,7.75,S,False,True
141,1,3,female,24.0,1,0,15.85,S,False,False
142,0,3,male,19.0,0,0,6.75,Q,True,True
143,0,2,male,18.0,0,0,11.5,S,True,True
144,0,2,male,19.0,1,1,36.75,S,True,False
145,1,3,male,27.0,0,0,7.7958,S,True,True
146,0,3,female,9.0,2,2,34.375,S,False,False
147,0,2,male,36.5,0,2,26.0,S,True,False
148,0,2,male,42.0,0,0,13.0,S,True,True
149,0,2,male,51.0,0,0,12.525,S,True,True
150,1,1,female,22.0,1,0,66.6,S,False,False
151,0,3,male,55.5,0,0,8.05,S,True,True
152,0,3,male,40.5,0,2,14.5,S,True,False
153,0,3,male,26.5,0,0,7.3125,S,True,True
154,0,1,male,51.0,0,1,61.3792,C,True,False
155,1,3,female,16.0,0,0,7.7333,Q,False,True
156,0,3,male,30.0,0,0,8.05,S,True,True
157,0,3,male,26.5,0,0,8.6625,S,True,True
158,0,3,male,26.5,8,2,69.55,S,True,False
159,0,3,male,44.0,0,1,16.1,S,True,False
160,1,2,female,40.0,0,0,15.75,S,False,True
161,0,3,male,26.0,0,0,7.775,S,True,True
162,0,3,male,17.0,0,0,8.6625,S,True,True
163,0,3,male,1.0,4,1,39.6875,S,False,False
164,1,3,male,9.0,0,2,20.525,S,False,False
165,1,1,female,26.5,0,1,55.0,S,False,False
166,0,3,female,45.0,1,4,27.9,S,False,False
167,0,1,male,26.5,0,0,25.925,S,True,True
168,0,3,male,28.0,0,0,56.4958,S,True,True
169,0,1,male,61.0,0,0,33.5,S,True,True
170,0,3,male,4.0,4,1,29.125,Q,False,False
171,1,3,female,1.0,1,1,11.1333,S,False,False
172,0,3,male,21.0,0,0,7.925,S,True,True
173,0,1,male,56.0,0,0,30.6958,C,True,True
174,0,3,male,18.0,1,1,7.8542,S,True,False
175,0,3,male,26.5,3,1,25.4667,S,True,False
176,0,1,female,50.0,0,0,28.7125,C,False,True
177,0,2,male,30.0,0,0,13.0,S,True,True
178,0,3,male,36.0,0,0,0.0,S,True,True
179,0,3,female,26.5,8,2,69.55,S,False,False
180,0,2,male,26.5,0,0,15.05,C,True,True
181,0,3,male,9.0,4,2,31.3875,S,False,False
182,1,2,male,1.0,2,1,39.0,S,False,False
183,1,3,female,4.0,0,2,22.025,S,False,False
184,0,1,male,26.5,0,0,50.0,S,True,True
185,1,3,female,26.5,1,0,15.5,Q,False,False
186,1,1,male,45.0,0,0,26.55,S,True,True
187,0,3,male,40.0,1,1,15.5,Q,True,False
188,0,3,male,36.0,0,0,7.8958,S,True,True
189,1,2,female,32.0,0,0,13.0,S,False,True
190,0,2,male,19.0,0,0,13.0,S,True,True
191,1,3,female,19.0,1,0,7.8542,S,False,False
192,1,2,male,3.0,1,1,26.0,S,False,False
193,1,1,female,44.0,0,0,27.7208,C,False,True
194,1,1,female,58.0,0,0,146.5208,C,False,True
195,0,3,male,26.5,0,0,7.75,Q,True,True
196,0,3,male,42.0,0,1,8.4042,S,True,False
197,1,3,female,26.5,0,0,7.75,Q,False,True
198,0,2,female,24.0,0,0,13.0,S,False,True
199,0,3,male,28.0,0,0,9.5,S,True,True
200,0,3,male,26.5,8,2,69.55,S,True,False
201,0,3,male,34.0,0,0,6.4958,S,True,True
202,0,3,male,45.5,0,0,7.225,C,True,True
203,1,3,male,18.0,0,0,8.05,S,True,True
204,0,3,female,2.0,0,1,10.4625,S,False,False
205,0,3,male,32.0,1,0,15.85,S,True,False
206,1,3,male,26.0,0,0,18.7875,C,True,True
207,1,3,female,16.0,0,0,7.75,Q,False,True
208,1,1,male,40.0,0,0,31.0,C,True,True
209,0,3,male,24.0,0,0,7.05,S,True,True
210,1,2,female,35.0,0,0,21.0,S,False,True
211,0,3,male,22.0,0,0,7.25,S,True,True
212,0,2,male,30.0,0,0,13.0,S,True,True
213,0,3,male,26.5,1,0,7.75,Q,True,False
214,1,1,female,31.0,1,0,113.275,C,False,False
215,1,3,female,27.0,0,0,7.925,S,False,True
216,0,2,male,42.0,1,0,27.0,S,True,False
217,1,1,female,32.0,0,0,76.2917,C,False,True
218,0,2,male,30.0,0,0,10.5,S,True,True
219,1,3,male,16.0,0,0,8.05,S,True,True
220,0,2,male,27.0,0,0,13.0,S,True,True
221,0,3,male,51.0,0,0,8.05,S,True,True
222,0,3,male,26.5,0,0,7.8958,S,True,True
223,1,1,male,38.0,1,0,90.0,S,True,False
224,0,3,male,22.0,0,0,9.35,S,True,True
225,1,2,male,19.0,0,0,10.5,S,True,True
226,0,3,male,20.5,0,0,7.25,S,True,True
227,0,2,male,18.0,0,0,13.0,S,True,True
228,0,3,female,26.5,3,1,25.4667,S,False,False
229,1,1,female,35.0,1,0,83.475,S,False,False
230,0,3,male,29.0,0,0,7.775,S,True,True
231,0,2,male,59.0,0,0,13.5,S,True,True
232,1,3,female,5.0,4,2,31.3875,S,False,False
233,0,2,male,24.0,0,0,10.5,S,True,True
234,0,3,female,26.5,0,0,7.55,S,False,True
235,0,2,male,44.0,1,0,26.0,S,True,False
236,1,2,female,8.0,0,2,26.25,S,False,False
237,0,2,male,19.0,0,0,10.5,S,True,True
238,0,2,male,33.0,0,0,12.275,S,True,True
239,0,3,female,26.5,1,0,14.4542,C,False,False
240,1,3,female,26.5,1,0,15.5,Q,False,False
241,0,2,male,29.0,0,0,10.5,S,True,True
242,0,3,male,22.0,0,0,7.125,S,True,True
243,0,3,male,30.0,0,0,7.225,C,True,True
244,0,1,male,44.0,2,0,90.0,Q,True,False
245,0,3,female,25.0,0,0,7.775,S,False,True
246,1,2,female,24.0,0,2,14.5,S,False,False
247,1,1,male,37.0,1,1,52.5542,S,True,False
248,0,2,male,54.0,1,0,26.0,S,True,False
249,0,3,male,26.5,0,0,7.25,S,True,True
250,0,3,female,29.0,1,1,10.4625,S,False,False
251,0,1,male,62.0,0,0,26.55,S,True,True
252,0,3,male,30.0,1,0,16.1,S,True,False
253,0,3,female,41.0,0,2,20.2125,S,False,False
254,1,3,female,29.0,0,2,15.2458,C,False,False
255,1,1,female,26.5,0,0,79.2,C,False,True
256,1,1,female,30.0,0,0,86.5,S,False,True
257,1,1,female,35.0,0,0,512.3292,C,False,True
258,1,2,female,50.0,0,1,26.0,S,False,False
259,0,3,male,26.5,0,0,7.75,Q,True,True
260,1,3,male,3.0,4,2,31.3875,S,False,False
261,0,1,male,52.0,1,1,79.65,S,True,False
262,0,1,male,40.0,0,0,0.0,S,True,True
263,0,3,female,26.5,0,0,7.75,Q,False,True
264,0,2,male,36.0,0,0,10.5,S,True,True
265,0,3,male,16.0,4,1,39.6875,S,True,False
266,1,3,male,25.0,1,0,7.775,S,True,False
267,1,1,female,58.0,0,1,153.4625,S,False,False
268,1,1,female,35.0,0,0,135.6333,S,False,True
269,0,1,male,26.5,0,0,31.0,S,True,True
270,1,3,male,25.0,0,0,0.0,S,True,True
271,1,2,female,41.0,0,1,19.5,S,False,False
272,0,1,male,37.0,0,1,29.7,C,True,False
273,1,3,female,26.5,0,0,7.75,Q,False,True
274,1,1,female,63.0,1,0,77.9583,S,False,False
275,0,3,female,45.0,0,0,7.75,S,False,True
276,0,2,male,26.5,0,0,0.0,S,True,True
277,0,3,male,7.0,4,1,29.125,Q,False,False
278,1,3,female,35.0,1,1,20.25,S,False,False
279,0,3,male,65.0,0,0,7.75,Q,True,True
280,0,3,male,28.0,0,0,7.8542,S,True,True
281,0,3,male,16.0,0,0,9.5,S,True,True
282,1,3,male,19.0,0,0,8.05,S,True,True
283,0,1,male,26.5,0,0,26.0,S,True,True
284,0,3,male,33.0,0,0,8.6625,C,True,True
285,1,3,male,30.0,0,0,9.5,S,True,True
286,0,3,male,22.0,0,0,7.8958,S,True,True
287,1,2,male,42.0,0,0,13.0,S,True,True
288,1,3,female,22.0,0,0,7.75,Q,False,True
289,1,1,female,26.0,0,0,78.85,S,False,True
290,1,1,female,19.0,1,0,91.0792,C,False,False
291,0,2,male,36.0,0,0,12.875,C,True,True
292,0,3,female,24.0,0,0,8.85,S,False,True
293,0,3,male,24.0,0,0,7.8958,S,True,True
294,0,1,male,26.5,0,0,27.7208,C,True,True
295,0,3,male,23.5,0,0,7.2292,C,True,True
296,0,1,female,2.0,1,2,151.55,S,False,False
297,1,1,male,26.5,0,0,30.5,S,True,True
298,1,1,female,50.0,0,1,247.5208,C,False,False
299,1,3,female,26.5,0,0,7.75,Q,False,True
300,1,3,male,26.5,2,0,23.25,Q,True,False
301,0,3,male,19.0,0,0,0.0,S,True,True
302,1,2,female,26.5,0,0,12.35,Q,False,True
303,0,3,male,26.5,0,0,8.05,S,True,True
304,1,1,male,0.92,1,2,151.55,S,False,False
305,1,1,female,26.5,0,0,110.8833,C,False,True
306,1,1,female,17.0,1,0,108.9,C,False,False
307,0,2,male,30.0,1,0,24.0,C,True,False
308,1,1,female,30.0,0,0,56.9292,C,False,True
309,1,1,female,24.0,0,0,83.1583,C,False,True
310,1,1,female,18.0,2,2,262.375,C,False,False
311,0,2,female,26.0,1,1,26.0,S,False,False
312,0,3,male,28.0,0,0,7.8958,S,True,True
313,0,2,male,43.0,1,1,26.25,S,True,False
314,1,3,female,26.0,0,0,7.8542,S,False,True
315,1,2,female,24.0,1,0,26.0,S,False,False
316,0,2,male,54.0,0,0,14.0,S,True,True
317,1,1,female,31.0,0,2,164.8667,S,False,False
318,1,1,female,40.0,1,1,134.5,C,False,False
319,0,3,male,22.0,0,0,7.25,S,True,True
320,0,3,male,27.0,0,0,7.8958,S,True,True
321,1,2,female,30.0,0,0,12.35,Q,False,True
322,1,2,female,22.0,1,1,29.0,S,False,False
323,0,3,male,26.5,8,2,69.55,S,True,False
324,1,1,female,36.0,0,0,135.6333,C,False,True
325,0,3,male,61.0,0,0,6.2375,S,True,True
326,1,2,female,36.0,0,0,13.0,S,False,True
327,1,3,female,31.0,1,1,20.525,S,False,False
328,1,1,female,16.0,0,1,57.9792,C,False,False
329,1,3,female,26.5,2,0,23.25,Q,False,False
330,0,1,male,45.5,0,0,28.5,S,True,True
331,0,1,male,38.0,0,1,153.4625,S,True,False
332,0,3,male,16.0,2,0,18.0,S,True,False
333,1,1,female,26.5,1,0,133.65,S,False,False
334,0,3,male,26.5,0,0,7.8958,S,True,True
335,0,1,male,29.0,1,0,66.6,S,True,False
336,1,1,female,41.0,0,0,134.5,C,False,True
337,1,3,male,45.0,0,0,8.05,S,True,True
338,0,1,male,45.0,0,0,35.5,S,True,True
339,1,2,male,2.0,1,1,26.0,S,False,False
340,1,1,female,24.0,3,2,263.0,S,False,False
341,0,2,male,28.0,0,0,13.0,S,True,True
342,0,2,male,25.0,0,0,13.0,S,True,True
343,0,2,male,36.0,0,0,13.0,S,True,True
344,1,2,female,24.0,0,0,13.0,S,False,True
345,1,2,female,40.0,0,0,13.0,S,False,True
346,1,3,female,26.5,1,0,16.1,S,False,False
347,1,3,male,3.0,1,1,15.9,S,False,False
348,0,3,male,42.0,0,0,8.6625,S,True,True
349,0,3,male,23.0,0,0,9.225,S,True,True
350,0,1,male,26.5,0,0,35.0,S,True,True
351,0,3,male,15.0,1,1,7.2292,C,False,False
352,0,3,male,25.0,1,0,17.8,S,True,False
353,0,3,male,26.5,0,0,7.225,C,True,True
354,0,3,male,28.0,0,0,9.5,S,True,True
355,1,1,female,22.0,0,1,55.0,S,False,False
356,0,2,female,38.0,0,0,13.0,S,False,True
357,1,3,female,26.5,0,0,7.8792,Q,False,True
358,1,3,female,26.5,0,0,7.8792,Q,False,True
359,0,3,male,40.0,1,4,27.9,S,True,False
360,0,2,male,29.0,1,0,27.7208,C,True,False
361,0,3,female,45.0,0,1,14.4542,C,False,False
362,0,3,male,35.0,0,0,7.05,S,True,True
363,0,3,male,26.5,1,0,15.5,Q,True,False
364,0,3,male,30.0,0,0,7.25,S,True,True
365,1,1,female,60.0,1,0,75.25,C,False,False
366,1,3,female,26.5,0,0,7.2292,C,False,True
367,1,3,female,26.5,0,0,7.75,Q,False,True
368,1,1,female,24.0,0,0,69.3,C,False,True
369,1,1,male,25.0,1,0,55.4417,C,True,False
370,0,3,male,18.0,1,0,6.4958,S,True,False
371,0,3,male,19.0,0,0,8.05,S,True,True
372,0,1,male,22.0,0,0,135.6333,C,True,True
373,0,3,female,3.0,3,1,21.075,S,False,False
374,1,1,female,26.5,1,0,82.1708,C,False,False
375,1,3,female,22.0,0,0,7.25,S,False,True
376,0,1,male,27.0,0,2,211.5,C,True,False
377,0,3,male,20.0,0,0,4.0125,C,True,True
378,0,3,male,19.0,0,0,7.775,S,True,True
379,1,1,female,42.0,0,0,227.525,C,False,True
380,1,3,female,1.0,0,2,15.7417,C,False,False
381,0,3,male,32.0,0,0,7.925,S,True,True
382,1,1,female,35.0,1,0,52.0,S,False,False
383,0,3,male,26.5,0,0,7.8958,S,True,True
384,0,2,male,18.0,0,0,73.5,S,True,True
385,0,3,male,1.0,5,2,46.9,S,False,False
386,1,2,female,36.0,0,0,13.0,S,False,True
387,0,3,male,26.5,0,0,7.7292,Q,True,True
388,1,2,female,17.0,0,0,12.0,C,False,True
389,1,1,male,36.0,1,2,120.0,S,True,False
390,1,3,male,21.0,0,0,7.7958,S,True,True
391,0,3,male,28.0,2,0,7.925,S,True,False
392,1,1,female,23.0,1,0,113.275,C,False,False
393,1,3,female,24.0,0,2,16.7,S,False,False
394,0,3,male,22.0,0,0,7.7958,S,True,True
395,0,3,female,31.0,0,0,7.8542,S,False,True
396,0,2,male,46.0,0,0,26.0,S,True,True
397,0,2,male,23.0,0,0,10.5,S,True,True
398,1,2,female,28.0,0,0,12.65,S,False,True
399,1,3,male,39.0,0,0,7.925,S,True,True
400,0,3,male,26.0,0,0,8.05,S,True,True
401,0,3,female,21.0,1,0,9.825,S,False,False
402,0,3,male,28.0,1,0,15.85,S,True,False
403,0,3,female,20.0,0,0,8.6625,S,False,True
404,0,2,male,34.0,1,0,21.0,S,True,False
405,0,3,male,51.0,0,0,7.75,S,True,True
406,1,2,male,3.0,1,1,18.75,S,False,False
407,0,3,male,21.0,0,0,7.775,S,True,True
408,0,3,female,26.5,3,1,25.4667,S,False,False
409,0,3,male,26.5,0,0,7.8958,S,True,True
410,0,3,male,26.5,0,0,6.8583,Q,True,True
411,1,1,female,33.0,1,0,90.0,Q,False,False
412,0,2,male,26.5,0,0,0.0,S,True,True
413,1,3,male,44.0,0,0,7.925,S,True,True
414,0,3,female,26.5,0,0,8.05,S,False,True
415,1,2,female,34.0,1,1,32.5,S,False,False
416,1,2,female,18.0,0,2,13.0,S,False,False
417,0,2,male,30.0,0,0,13.0,S,True,True
418,0,3,female,10.0,0,2,24.15,S,False,False
419,0,3,male,26.5,0,0,7.8958,C,True,True
420,0,3,male,21.0,0,0,7.7333,Q,True,True
421,0,3,male,29.0,0,0,7.875,S,True,True
422,0,3,female,28.0,1,1,14.4,S,False,False
423,0,3,male,18.0,1,1,20.2125,S,True,False
424,0,3,male,26.5,0,0,7.25,S,True,True
425,1,2,female,28.0,1,0,26.0,S,False,False
426,1,2,female,19.0,0,0,26.0,S,False,True
427,0,3,male,26.5,0,0,7.75,Q,True,True
428,1,3,male,32.0,0,0,8.05,S,True,True
429,1,1,male,28.0,0,0,26.55,S,True,True
430,1,3,female,26.5,1,0,16.1,S,False,False
431,1,2,female,42.0,1,0,26.0,S,False,False
432,0,3,male,17.0,0,0,7.125,S,True,True
433,0,1,male,50.0,1,0,55.9,S,True,False
434,1,1,female,14.0,1,2,120.0,S,False,False
435,0,3,female,21.0,2,2,34.375,S,False,False
436,1,2,female,24.0,2,3,18.75,S,False,False
437,0,1,male,64.0,1,4,263.0,S,True,False
438,0,2,male,31.0,0,0,10.5,S,True,True
439,1,2,female,45.0,1,1,26.25,S,False,False
440,0,3,male,20.0,0,0,9.5,S,True,True
441,0,3,male,25.0,1,0,7.775,S,True,False
442,1,2,female,28.0,0,0,13.0,S,False,True
443,1,3,male,26.5,0,0,8.1125,S,True,True
444,1,1,male,4.0,0,2,81.8583,S,False,False
445,1,2,female,13.0,0,1,19.5,S,False,False
446,1,1,male,34.0,0,0,26.55,S,True,True
447,1,3,female,5.0,2,1,19.2583,C,False,False
448,1,1,male,52.0,0,0,30.5,S,True,True
449,0,2,male,36.0,1,2,27.75,S,True,False
450,0,3,male,26.5,1,0,19.9667,S,True,False
451,0,1,male,30.0,0,0,27.75,C,True,True
452,1,1,male,49.0,1,0,89.1042,C,True,False
453,0,3,male,26.5,0,0,8.05,S,True,True
454,1,3,male,29.0,0,0,7.8958,C,True,True
455,0,1,male,65.0,0,0,26.55,S,True,True
456,1,1,female,26.5,1,0,51.8625,S,False,False
457,1,2,female,50.0,0,0,10.5,S,False,True
458,0,3,male,26.5,0,0,7.75,Q,True,True
459,1,1,male,48.0,0,0,26.55,S,True,True
460,0,3,male,34.0,0,0,8.05,S,True,True
461,0,1,male,47.0,0,0,38.5,S,True,True
462,0,2,male,48.0,0,0,13.0,S,True,True
463,0,3,male,26.5,0,0,8.05,S,True,True
464,0,3,male,38.0,0,0,7.05,S,True,True
465,0,2,male,26.5,0,0,0.0,S,True,True
466,0,1,male,56.0,0,0,26.55,S,True,True
467,0,3,male,26.5,0,0,7.725,Q,True,True
468,1,3,female,0.75,2,1,19.2583,C,False,False
469,0,3,male,26.5,0,0,7.25,S,True,True
470,0,3,male,38.0,0,0,8.6625,S,True,True
471,1,2,female,33.0,1,2,27.75,S,False,False
472,1,2,female,23.0,0,0,13.7917,C,False,True
473,0,3,female,22.0,0,0,9.8375,S,False,True
474,0,1,male,26.5,0,0,52.0,S,True,True
475,0,2,male,34.0,1,0,21.0,S,True,False
476,0,3,male,29.0,1,0,7.0458,S,True,False
477,0,3,male,22.0,0,0,7.5208,S,True,True
478,1,3,female,2.0,0,1,12.2875,S,False,False
479,0,3,male,9.0,5,2,46.9,S,False,False
480,0,2,male,26.5,0,0,0.0,S,True,True
481,0,3,male,50.0,0,0,8.05,S,True,True
482,1,3,female,63.0,0,0,9.5875,S,False,True
483,1,1,male,25.0,1,0,91.0792,C,True,False
484,0,3,female,26.5,3,1,25.4667,S,False,False
485,1,1,female,35.0,1,0,90.0,S,False,False
486,0,1,male,58.0,0,0,29.7,C,True,True
487,0,3,male,30.0,0,0,8.05,S,True,True
488,1,3,male,9.0,1,1,15.9,S,False,False
489,0,3,male,26.5,1,0,19.9667,S,True,False
490,0,3,male,21.0,0,0,7.25,S,True,True
491,0,1,male,55.0,0,0,30.5,S,True,True
492,0,1,male,71.0,0,0,49.5042,C,True,True
493,0,3,male,21.0,0,0,8.05,S,True,True
494,0,3,male,26.5,0,0,14.4583,C,True,True
495,1,1,female,54.0,1,0,78.2667,C,False,False
496,0,3,male,26.5,0,0,15.1,S,True,True
497,0,1,female,25.0,1,2,151.55,S,False,False
498,0,3,male,24.0,0,0,7.7958,S,True,True
499,0,3,male,17.0,0,0,8.6625,S,True,True
500,0,3,female,21.0,0,0,7.75,Q,False,True
501,0,3,female,26.5,0,0,7.6292,Q,False,True
502,0,3,female,37.0,0,0,9.5875,S,False,True
503,1,1,female,16.0,0,0,86.5,S,False,True
504,0,1,male,18.0,1,0,108.9,C,True,False
505,1,2,female,33.0,0,2,26.0,S,False,False
506,1,1,male,26.5,0,0,26.55,S,True,True
507,0,3,male,28.0,0,0,22.525,S,True,True
508,1,3,male,26.0,0,0,56.4958,S,True,True
509,1,3,male,29.0,0,0,7.75,Q,True,True
510,0,3,male,26.5,0,0,8.05,S,True,True
511,1,1,male,36.0,0,0,26.2875,S,True,True
512,1,1,female,54.0,1,0,59.4,C,False,False
513,0,3,male,24.0,0,0,7.4958,S,True,True
514,0,1,male,47.0,0,0,34.0208,S,True,True
515,1,2,female,34.0,0,0,10.5,S,False,True
516,0,3,male,26.5,0,0,24.15,Q,True,True
517,1,2,female,36.0,1,0,26.0,S,False,False
518,0,3,male,32.0,0,0,7.8958,S,True,True
519,1,1,female,30.0,0,0,93.5,S,False,True
520,0,3,male,22.0,0,0,7.8958,S,True,True
521,0,3,male,26.5,0,0,7.225,C,True,True
522,1,1,female,44.0,0,1,57.9792,C,False,False
523,0,3,male,26.5,0,0,7.2292,C,True,True
524,0,3,male,40.5,0,0,7.75,Q,True,True
525,1,2,female,50.0,0,0,10.5,S,False,True
526,0,1,male,26.5,0,0,221.7792,S,True,True
